# theta[deg]	neutral_n1	plasma_n1	neutral_n2	plasma_n2	neutral_n3	plasma_n3	neutral_n4	plasma_n4
1.42400000e+02	1.75108932e-01	7.23564612e-01	1.87169312e-01	7.23564612e-01	2.05808081e-01	7.23598822e-01	2.38425926e-01	7.29146692e-01
1.42500000e+02	1.74836601e-01	7.26149037e-01	1.86507937e-01	7.26149037e-01	2.04545455e-01	7.26182542e-01	2.36111111e-01	7.31644111e-01
1.42600000e+02	1.74564270e-01	7.28728298e-01	1.85846561e-01	7.28728298e-01	2.03282828e-01	7.28761112e-01	2.33796296e-01	7.34137464e-01
1.42700000e+02	1.74291939e-01	7.31302276e-01	1.85185185e-01	7.31302276e-01	2.02020202e-01	7.31334412e-01	2.31481481e-01	7.36626620e-01
1.42800000e+02	1.74019608e-01	7.33870848e-01	1.84523810e-01	7.33870848e-01	2.00757576e-01	7.33902319e-01	2.29166667e-01	7.39111444e-01
1.42900000e+02	1.73747277e-01	7.36433895e-01	1.83862434e-01	7.36433895e-01	1.99494949e-01	7.36464714e-01	2.26851852e-01	7.41591806e-01
1.43000000e+02	1.73474946e-01	7.38991296e-01	1.83201058e-01	7.38991296e-01	1.98232323e-01	7.39021475e-01	2.24537037e-01	7.44067572e-01
1.43100000e+02	1.73202614e-01	7.41542931e-01	1.82539683e-01	7.41542931e-01	1.96969697e-01	7.41572481e-01	2.22222222e-01	7.46538611e-01
1.43200000e+02	1.72930283e-01	7.44088677e-01	1.81878307e-01	7.44088677e-01	1.95707071e-01	7.44117612e-01	2.19907407e-01	7.49004789e-01
1.43300000e+02	1.72657952e-01	7.46628415e-01	1.81216931e-01	7.46628415e-01	1.94444444e-01	7.46656745e-01	2.17592593e-01	7.51465976e-01
1.43400000e+02	1.72385621e-01	7.49162023e-01	1.80555556e-01	7.49162023e-01	1.93181818e-01	7.49189760e-01	2.15277778e-01	7.53922038e-01
1.43500000e+02	1.72113290e-01	7.51689380e-01	1.79894180e-01	7.51689380e-01	1.91919192e-01	7.51716536e-01	2.12962963e-01	7.56372844e-01
1.43600000e+02	1.71840959e-01	7.54210365e-01	1.79232804e-01	7.54210365e-01	1.90656566e-01	7.54236951e-01	2.10648148e-01	7.58818261e-01
1.43700000e+02	1.71568627e-01	7.56724858e-01	1.78571429e-01	7.56724858e-01	1.89393939e-01	7.56750884e-01	2.08333333e-01	7.61258158e-01
1.43800000e+02	1.71296296e-01	7.59232736e-01	1.77910053e-01	7.59232736e-01	1.88131313e-01	7.59258214e-01	2.06018519e-01	7.63692403e-01
1.43900000e+02	1.71023965e-01	7.61733879e-01	1.77248677e-01	7.61733879e-01	1.86868687e-01	7.61758818e-01	2.03703704e-01	7.66120863e-01
1.44000000e+02	1.70751634e-01	7.64228165e-01	1.76587302e-01	7.64228165e-01	1.85606061e-01	7.64252577e-01	2.01388889e-01	7.68543407e-01
1.44100000e+02	1.70479303e-01	7.66715474e-01	1.75925926e-01	7.66715474e-01	1.84343434e-01	7.66739368e-01	1.99074074e-01	7.70959904e-01
1.44200000e+02	1.70206972e-01	7.69195684e-01	1.75264550e-01	7.69195684e-01	1.83080808e-01	7.69219070e-01	1.96759259e-01	7.73370221e-01
1.44300000e+02	1.69934641e-01	7.71668674e-01	1.74603175e-01	7.71668674e-01	1.81818182e-01	7.71691562e-01	1.94444444e-01	7.75774228e-01
1.44400000e+02	1.69662309e-01	7.74134323e-01	1.73941799e-01	7.74134323e-01	1.80555556e-01	7.74156723e-01	1.92129630e-01	7.78171794e-01
1.44500000e+02	1.69389978e-01	7.76592510e-01	1.73280423e-01	7.76592510e-01	1.79292929e-01	7.76614431e-01	1.89814815e-01	7.80562787e-01
1.44600000e+02	1.69117647e-01	7.79043114e-01	1.72619048e-01	7.79043114e-01	1.78030303e-01	7.79064566e-01	1.87500000e-01	7.82947076e-01
1.44700000e+02	1.68845316e-01	7.81486015e-01	1.71957672e-01	7.81486015e-01	1.76767677e-01	7.81507006e-01	1.85185185e-01	7.85324531e-01
1.44800000e+02	1.68572985e-01	7.83921090e-01	1.71296296e-01	7.83921090e-01	1.75505051e-01	7.83941630e-01	1.82870370e-01	7.87695021e-01
1.44900000e+02	1.68300654e-01	7.86348221e-01	1.70634921e-01	7.86348221e-01	1.74242424e-01	7.86368317e-01	1.80555556e-01	7.90058416e-01
1.45000000e+02	1.68028322e-01	7.88767285e-01	1.69973545e-01	7.88767285e-01	1.72979798e-01	7.88786947e-01	1.78240741e-01	7.92414586e-01
1.45100000e+02	1.67755991e-01	7.91178163e-01	1.69312169e-01	7.91178163e-01	1.71717172e-01	7.91197399e-01	1.75925926e-01	7.94763400e-01
1.45200000e+02	1.67483660e-01	7.93580734e-01	1.68650794e-01	7.93580734e-01	1.70454545e-01	7.93599552e-01	1.73611111e-01	7.97104728e-01
1.45300000e+02	1.67211329e-01	7.95974878e-01	1.67989418e-01	7.95974878e-01	1.69191919e-01	7.95993286e-01	1.71296296e-01	7.99438442e-01
1.45400000e+02	1.66938998e-01	7.98360474e-01	1.67328042e-01	7.98360474e-01	1.67929293e-01	7.98378481e-01	1.68981481e-01	8.01764412e-01
1.45500000e+02	1.66666667e-01	8.00737403e-01	1.66666667e-01	8.00737403e-01	1.66666667e-01	8.00755016e-01	1.66666667e-01	8.04082508e-01
1.45600000e+02	1.66666667e-01	8.03105545e-01	1.66666667e-01	8.03105545e-01	1.66666667e-01	8.03122772e-01	1.66666667e-01	8.06392603e-01
1.45700000e+02	1.66666667e-01	8.05464779e-01	1.66666667e-01	8.05464779e-01	1.66666667e-01	8.05481628e-01	1.66666667e-01	8.08694566e-01
1.45800000e+02	1.66666667e-01	8.07814988e-01	1.66666667e-01	8.07814988e-01	1.66666667e-01	8.07831465e-01	1.66666667e-01	8.10988271e-01
1.45900000e+02	1.66666669e-01	8.10156050e-01	1.66666669e-01	8.10156050e-01	1.66666669e-01	8.10172164e-01	1.66666669e-01	8.13273589e-01
1.46000000e+02	1.66666673e-01	8.12487848e-01	1.66666673e-01	8.12487848e-01	1.66666673e-01	8.12503605e-01	1.66666673e-01	8.15550392e-01
1.46100000e+02	1.66666679e-01	8.14810262e-01	1.66666679e-01	8.14810262e-01	1.66666679e-01	8.14825670e-01	1.66666679e-01	8.17818553e-01
1.46200000e+02	1.66666690e-01	8.17123174e-01	1.66666690e-01	8.17123174e-01	1.66666690e-01	8.17138238e-01	1.66666690e-01	8.20077944e-01
1.46300000e+02	1.66666707e-01	8.19426464e-01	1.66666707e-01	8.19426464e-01	1.66666707e-01	8.19441193e-01	1.66666707e-01	8.22328440e-01
1.46400000e+02	1.66666731e-01	8.21720016e-01	1.66666731e-01	8.21720016e-01	1.66666731e-01	8.21734415e-01	1.66666731e-01	8.24569912e-01
1.46500000e+02	1.66666765e-01	8.24003710e-01	1.66666765e-01	8.24003710e-01	1.66666765e-01	8.24017786e-01	1.66666765e-01	8.26802236e-01
1.46600000e+02	1.66666810e-01	8.26277429e-01	1.66666810e-01	8.26277429e-01	1.66666810e-01	8.26291188e-01	1.66666810e-01	8.29025285e-01
1.46700000e+02	1.66666870e-01	8.28541056e-01	1.66666870e-01	8.28541056e-01	1.66666870e-01	8.28554505e-01	1.66666870e-01	8.31238934e-01
1.46800000e+02	1.66666947e-01	8.30794473e-01	1.66666947e-01	8.30794473e-01	1.66666947e-01	8.30807618e-01	1.66666947e-01	8.33443057e-01
1.46900000e+02	1.66667043e-01	8.33037564e-01	1.66667043e-01	8.33037564e-01	1.66667043e-01	8.33050410e-01	1.66667043e-01	8.35637531e-01
1.47000000e+02	1.66667163e-01	8.35270211e-01	1.66667163e-01	8.35270211e-01	1.66667163e-01	8.35282766e-01	1.66667163e-01	8.37822230e-01
1.47100000e+02	1.66667309e-01	8.37492300e-01	1.66667309e-01	8.37492300e-01	1.66667309e-01	8.37504567e-01	1.66667309e-01	8.39997031e-01
1.47200000e+02	1.66667485e-01	8.39703712e-01	1.66667485e-01	8.39703712e-01	1.66667485e-01	8.39715699e-01	1.66667485e-01	8.42161810e-01
1.47300000e+02	1.66667695e-01	8.41904334e-01	1.66667695e-01	8.41904334e-01	1.66667695e-01	8.41916046e-01	1.66667695e-01	8.44316443e-01
1.47400000e+02	1.66667944e-01	8.44094049e-01	1.66667944e-01	8.44094049e-01	1.66667944e-01	8.44105491e-01	1.66667944e-01	8.46460809e-01
1.47500000e+02	1.66668235e-01	8.46272743e-01	1.66668235e-01	8.46272743e-01	1.66668235e-01	8.46283920e-01	1.66668235e-01	8.48594784e-01
1.47600000e+02	1.66668573e-01	8.48440301e-01	1.66668573e-01	8.48440301e-01	1.66668573e-01	8.48451219e-01	1.66668573e-01	8.50718248e-01
1.47700000e+02	1.66668962e-01	8.50596608e-01	1.66668962e-01	8.50596608e-01	1.66668962e-01	8.50607272e-01	1.66668962e-01	8.52831078e-01
1.47800000e+02	1.66669409e-01	8.52741551e-01	1.66669409e-01	8.52741551e-01	1.66669409e-01	8.52751967e-01	1.66669409e-01	8.54933154e-01
1.47900000e+02	1.66669918e-01	8.54875017e-01	1.66669918e-01	8.54875017e-01	1.66669918e-01	8.54885188e-01	1.66669918e-01	8.57024354e-01
1.48000000e+02	1.66670495e-01	8.56996891e-01	1.66670495e-01	8.56996891e-01	1.66670495e-01	8.57006824e-01	1.66670495e-01	8.59104560e-01
1.48100000e+02	1.66671145e-01	8.59107063e-01	1.66671145e-01	8.59107063e-01	1.66671145e-01	8.59116761e-01	1.66671145e-01	8.61173651e-01
1.48200000e+02	1.66671875e-01	8.61205418e-01	1.66671875e-01	8.61205418e-01	1.66671875e-01	8.61214887e-01	1.66671875e-01	8.63231508e-01
1.48300000e+02	1.66672691e-01	8.63291846e-01	1.66672691e-01	8.63291846e-01	1.66672691e-01	8.63301090e-01	1.66672691e-01	8.65278013e-01
1.48400000e+02	1.66673598e-01	8.65366235e-01	1.66673598e-01	8.65366235e-01	1.66673598e-01	8.65375258e-01	1.66673598e-01	8.67313048e-01
1.48500000e+02	1.66674605e-01	8.67428473e-01	1.66674605e-01	8.67428473e-01	1.66674605e-01	8.67437281e-01	1.66674605e-01	8.69336495e-01
1.48600000e+02	1.66675718e-01	8.69478451e-01	1.66675718e-01	8.69478451e-01	1.66675718e-01	8.69487048e-01	1.66675718e-01	8.71348238e-01
1.48700000e+02	1.66676943e-01	8.71516059e-01	1.66676943e-01	8.71516059e-01	1.66676943e-01	8.71524448e-01	1.66676943e-01	8.73348159e-01
1.48800000e+02	1.66678289e-01	8.73541186e-01	1.66678289e-01	8.73541186e-01	1.66678289e-01	8.73549372e-01	1.66678289e-01	8.75336143e-01
1.48900000e+02	1.66679763e-01	8.75553724e-01	1.66679763e-01	8.75553724e-01	1.66679763e-01	8.75561711e-01	1.66679763e-01	8.77312075e-01
1.49000000e+02	1.66681373e-01	8.77553564e-01	1.66681373e-01	8.77553564e-01	1.66681373e-01	8.77561356e-01	1.66681373e-01	8.79275840e-01
1.49100000e+02	1.66683128e-01	8.79540598e-01	1.66683128e-01	8.79540598e-01	1.66683128e-01	8.79548199e-01	1.66683128e-01	8.81227324e-01
1.49200000e+02	1.66685034e-01	8.81514718e-01	1.66685034e-01	8.81514718e-01	1.66685034e-01	8.81522133e-01	1.66685034e-01	8.83166412e-01
1.49300000e+02	1.66687102e-01	8.83475818e-01	1.66687102e-01	8.83475818e-01	1.66687102e-01	8.83483049e-01	1.66687102e-01	8.85092993e-01
1.49400000e+02	1.66689339e-01	8.85423791e-01	1.66689339e-01	8.85423791e-01	1.66689339e-01	8.85430843e-01	1.66689339e-01	8.87006953e-01
1.49500000e+02	1.66691756e-01	8.87358530e-01	1.66691756e-01	8.87358530e-01	1.66691756e-01	8.87365406e-01	1.66691756e-01	8.88908181e-01
1.49600000e+02	1.66694360e-01	8.89279931e-01	1.66694360e-01	8.89279931e-01	1.66694360e-01	8.89286635e-01	1.66694360e-01	8.90796566e-01
1.49700000e+02	1.66697163e-01	8.91187889e-01	1.66697163e-01	8.91187889e-01	1.66697163e-01	8.91194424e-01	1.66697163e-01	8.92671997e-01
1.49800000e+02	1.66700172e-01	8.93082298e-01	1.66700172e-01	8.93082298e-01	1.66700172e-01	8.93088668e-01	1.66700172e-01	8.94534365e-01
1.49900000e+02	1.66703399e-01	8.94963056e-01	1.66703399e-01	8.94963056e-01	1.66703399e-01	8.94969264e-01	1.66703399e-01	8.96383559e-01
1.50000000e+02	1.66706854e-01	8.96830060e-01	1.66706854e-01	8.96830060e-01	1.66706854e-01	8.96836109e-01	1.66706854e-01	8.98219472e-01
1.50100000e+02	1.66710548e-01	8.98683206e-01	1.66710548e-01	8.98683206e-01	1.66710548e-01	8.98689100e-01	1.66710548e-01	9.00041996e-01
1.50200000e+02	1.66714489e-01	9.00522393e-01	1.66714489e-01	9.00522393e-01	1.66714489e-01	9.00528136e-01	1.66714489e-01	9.01851023e-01
1.50300000e+02	1.66718691e-01	9.02347520e-01	1.66718691e-01	9.02347520e-01	1.66718691e-01	9.02353114e-01	1.66718691e-01	9.03646447e-01
1.50400000e+02	1.66723164e-01	9.04158486e-01	1.66723164e-01	9.04158486e-01	1.66723164e-01	9.04163934e-01	1.66723164e-01	9.05428162e-01
1.50500000e+02	1.66727919e-01	9.05955191e-01	1.66727919e-01	9.05955191e-01	1.66727919e-01	9.05960496e-01	1.66727919e-01	9.07196063e-01
1.50600000e+02	1.66732968e-01	9.07737535e-01	1.66732968e-01	9.07737535e-01	1.66732968e-01	9.07742701e-01	1.66732968e-01	9.08950045e-01
1.50700000e+02	1.66738323e-01	9.09505421e-01	1.66738323e-01	9.09505421e-01	1.66738323e-01	9.09510449e-01	1.66738323e-01	9.10690005e-01
1.50800000e+02	1.66743997e-01	9.11258749e-01	1.66743997e-01	9.11258749e-01	1.66743997e-01	9.11263643e-01	1.66743997e-01	9.12415839e-01
1.50900000e+02	1.66750000e-01	9.12997422e-01	1.66750000e-01	9.12997422e-01	1.66750000e-01	9.13002185e-01	1.66750000e-01	9.14127446e-01
1.51000000e+02	1.66756346e-01	9.14721344e-01	1.66756346e-01	9.14721344e-01	1.66756346e-01	9.14725979e-01	1.66756346e-01	9.15824725e-01
1.51100000e+02	1.66763049e-01	9.16430418e-01	1.66763049e-01	9.16430418e-01	1.66763049e-01	9.16434928e-01	1.66763049e-01	9.17507573e-01
1.51200000e+02	1.66770120e-01	9.18124550e-01	1.66770120e-01	9.18124550e-01	1.66770120e-01	9.18128937e-01	1.66770120e-01	9.19175892e-01
1.51300000e+02	1.66777573e-01	9.19803644e-01	1.66777573e-01	9.19803644e-01	1.66777573e-01	9.19807911e-01	1.66777573e-01	9.20829581e-01
1.51400000e+02	1.66785422e-01	9.21467608e-01	1.66785422e-01	9.21467608e-01	1.66785422e-01	9.21471756e-01	1.66785422e-01	9.22468544e-01
1.51500000e+02	1.66793680e-01	9.23116346e-01	1.66793680e-01	9.23116346e-01	1.66793680e-01	9.23120379e-01	1.66793680e-01	9.24092681e-01
1.51600000e+02	1.66802361e-01	9.24749768e-01	1.66802361e-01	9.24749768e-01	1.66802361e-01	9.24753688e-01	1.66802361e-01	9.25701897e-01
1.51700000e+02	1.66811481e-01	9.26367782e-01	1.66811481e-01	9.26367782e-01	1.66811481e-01	9.26371591e-01	1.66811481e-01	9.27296095e-01
1.51800000e+02	1.66821052e-01	9.27970296e-01	1.66821052e-01	9.27970296e-01	1.66821052e-01	9.27973997e-01	1.66821052e-01	9.28875180e-01
1.51900000e+02	1.66831090e-01	9.29557220e-01	1.66831090e-01	9.29557220e-01	1.66831090e-01	9.29560816e-01	1.66831090e-01	9.30439058e-01
1.52000000e+02	1.66841610e-01	9.31128465e-01	1.66841610e-01	9.31128465e-01	1.66841610e-01	9.31131958e-01	1.66841610e-01	9.31987634e-01
1.52100000e+02	1.66852627e-01	9.32683943e-01	1.66852627e-01	9.32683943e-01	1.66852627e-01	9.32687334e-01	1.66852627e-01	9.33520817e-01
1.52200000e+02	1.66864156e-01	9.34223565e-01	1.66864156e-01	9.34223565e-01	1.66864156e-01	9.34226857e-01	1.66864156e-01	9.35038514e-01
1.52300000e+02	1.66876213e-01	9.35747245e-01	1.66876213e-01	9.35747245e-01	1.66876213e-01	9.35750440e-01	1.66876213e-01	9.36540635e-01
1.52400000e+02	1.66888813e-01	9.37254896e-01	1.66888813e-01	9.37254896e-01	1.66888813e-01	9.37257996e-01	1.66888813e-01	9.38027089e-01
1.52500000e+02	1.66901974e-01	9.38746432e-01	1.66901974e-01	9.38746432e-01	1.66901974e-01	9.38749439e-01	1.66901974e-01	9.39497787e-01
1.52600000e+02	1.66915711e-01	9.40221770e-01	1.66915711e-01	9.40221770e-01	1.66915711e-01	9.40224686e-01	1.66915711e-01	9.40952640e-01
1.52700000e+02	1.66930041e-01	9.41680825e-01	1.66930041e-01	9.41680825e-01	1.66930041e-01	9.41683653e-01	1.66930041e-01	9.42391561e-01
1.52800000e+02	1.66944981e-01	9.43123514e-01	1.66944981e-01	9.43123514e-01	1.66944981e-01	9.43126256e-01	1.66944981e-01	9.43814464e-01
1.52900000e+02	1.66960547e-01	9.44549756e-01	1.66960547e-01	9.44549756e-01	1.66960547e-01	9.44552412e-01	1.66960547e-01	9.45221262e-01
1.53000000e+02	1.66976757e-01	9.45959469e-01	1.66976757e-01	9.45959469e-01	1.66976757e-01	9.45962042e-01	1.66976757e-01	9.46611871e-01
1.53100000e+02	1.66993629e-01	9.47352572e-01	1.66993629e-01	9.47352572e-01	1.66993629e-01	9.47355065e-01	1.66993629e-01	9.47986207e-01
1.53200000e+02	1.67011180e-01	9.48728987e-01	1.67011180e-01	9.48728987e-01	1.67011180e-01	9.48731400e-01	1.67011180e-01	9.49344187e-01
1.53300000e+02	1.67029429e-01	9.50088634e-01	1.67029429e-01	9.50088634e-01	1.67029429e-01	9.50090969e-01	1.67029429e-01	9.50685729e-01
1.53400000e+02	1.67048393e-01	9.51431435e-01	1.67048393e-01	9.51431435e-01	1.67048393e-01	9.51433695e-01	1.67048393e-01	9.52010751e-01
1.53500000e+02	1.67068091e-01	9.52757315e-01	1.67068091e-01	9.52757315e-01	1.67068091e-01	9.52759501e-01	1.67068091e-01	9.53319174e-01
1.53600000e+02	1.67088542e-01	9.54066196e-01	1.67088542e-01	9.54066196e-01	1.67088542e-01	9.54068309e-01	1.67088542e-01	9.54610918e-01
1.53700000e+02	1.67109764e-01	9.55358004e-01	1.67109764e-01	9.55358004e-01	1.67109764e-01	9.55360047e-01	1.67109764e-01	9.55885905e-01
1.53800000e+02	1.67131777e-01	9.56632664e-01	1.67131777e-01	9.56632664e-01	1.67131777e-01	9.56634638e-01	1.67131777e-01	9.57144057e-01
1.53900000e+02	1.67154600e-01	9.57890103e-01	1.67154600e-01	9.57890103e-01	1.67154600e-01	9.57892010e-01	1.67154600e-01	9.58385299e-01
1.54000000e+02	1.67178254e-01	9.59130250e-01	1.67178254e-01	9.59130250e-01	1.67178254e-01	9.59132090e-01	1.67178254e-01	9.59609555e-01
1.54100000e+02	1.67202756e-01	9.60353031e-01	1.67202756e-01	9.60353031e-01	1.67202756e-01	9.60354808e-01	1.67202756e-01	9.60816750e-01
1.54200000e+02	1.67228129e-01	9.61558378e-01	1.67228129e-01	9.61558378e-01	1.67228129e-01	9.61560092e-01	1.67228129e-01	9.62006811e-01
1.54300000e+02	1.67254392e-01	9.62746220e-01	1.67254392e-01	9.62746220e-01	1.67254392e-01	9.62747873e-01	1.67254392e-01	9.63179666e-01
1.54400000e+02	1.67281566e-01	9.63916489e-01	1.67281566e-01	9.63916489e-01	1.67281566e-01	9.63918082e-01	1.67281566e-01	9.64335243e-01
1.54500000e+02	1.67309671e-01	9.65069118e-01	1.67309671e-01	9.65069118e-01	1.67309671e-01	9.65070652e-01	1.67309671e-01	9.65473473e-01
1.54600000e+02	1.67338729e-01	9.66204039e-01	1.67338729e-01	9.66204039e-01	1.67338729e-01	9.66205516e-01	1.67338729e-01	9.66594285e-01
1.54700000e+02	1.67368760e-01	9.67321186e-01	1.67368760e-01	9.67321186e-01	1.67368760e-01	9.67322608e-01	1.67368760e-01	9.67697611e-01
1.54800000e+02	1.67399787e-01	9.68420496e-01	1.67399787e-01	9.68420496e-01	1.67399787e-01	9.68421864e-01	1.67399787e-01	9.68783383e-01
1.54900000e+02	1.67431832e-01	9.69501905e-01	1.67431832e-01	9.69501905e-01	1.67431832e-01	9.69503219e-01	1.67431832e-01	9.69851537e-01
1.55000000e+02	1.67464915e-01	9.70565349e-01	1.67464915e-01	9.70565349e-01	1.67464915e-01	9.70566612e-01	1.67464915e-01	9.70902006e-01
1.55100000e+02	1.67499060e-01	9.71610767e-01	1.67499060e-01	9.71610767e-01	1.67499060e-01	9.71611980e-01	1.67499060e-01	9.71934725e-01
1.55200000e+02	1.67534289e-01	9.72638099e-01	1.67534289e-01	9.72638099e-01	1.67534289e-01	9.72639262e-01	1.67534289e-01	9.72949633e-01
1.55300000e+02	1.67570624e-01	9.73647284e-01	1.67570624e-01	9.73647284e-01	1.67570624e-01	9.73648400e-01	1.67570624e-01	9.73946667e-01
1.55400000e+02	1.67608089e-01	9.74638263e-01	1.67608089e-01	9.74638263e-01	1.67608089e-01	9.74639333e-01	1.67608089e-01	9.74925765e-01
1.55500000e+02	1.67646706e-01	9.75610980e-01	1.67646706e-01	9.75610980e-01	1.67646706e-01	9.75612004e-01	1.67646706e-01	9.75886869e-01
1.55600000e+02	1.67686500e-01	9.76565377e-01	1.67686500e-01	9.76565377e-01	1.67686500e-01	9.76566358e-01	1.67686500e-01	9.76829918e-01
1.55700000e+02	1.67727493e-01	9.77501399e-01	1.67727493e-01	9.77501399e-01	1.67727493e-01	9.77502337e-01	1.67727493e-01	9.77754856e-01
1.55800000e+02	1.67769710e-01	9.78418992e-01	1.67769710e-01	9.78418992e-01	1.67769710e-01	9.78419887e-01	1.67769710e-01	9.78661625e-01
1.55900000e+02	1.67813175e-01	9.79318100e-01	1.67813175e-01	9.79318100e-01	1.67813175e-01	9.79318956e-01	1.67813175e-01	9.79550169e-01
1.56000000e+02	1.67857911e-01	9.80198673e-01	1.67857911e-01	9.80198673e-01	1.67857911e-01	9.80199489e-01	1.67857911e-01	9.80420435e-01
1.56100000e+02	1.67903944e-01	9.81060659e-01	1.67903944e-01	9.81060659e-01	1.67903944e-01	9.81061436e-01	1.67903944e-01	9.81272369e-01
1.56200000e+02	1.67951299e-01	9.81904007e-01	1.67951299e-01	9.81904007e-01	1.67951299e-01	9.81904747e-01	1.67951299e-01	9.82105918e-01
1.56300000e+02	1.68000000e-01	9.82728667e-01	1.68000000e-01	9.82728667e-01	1.68000000e-01	9.82729371e-01	1.68000000e-01	9.82921031e-01
1.56400000e+02	1.68050073e-01	9.83534592e-01	1.68050073e-01	9.83534592e-01	1.68050073e-01	9.83535261e-01	1.68050073e-01	9.83717659e-01
1.56500000e+02	1.68101543e-01	9.84321735e-01	1.68101543e-01	9.84321735e-01	1.68101543e-01	9.84322369e-01	1.68101543e-01	9.84495751e-01
1.56600000e+02	1.68154436e-01	9.85090048e-01	1.68154436e-01	9.85090048e-01	1.68154436e-01	9.85090650e-01	1.68154436e-01	9.85255260e-01
1.56700000e+02	1.68208778e-01	9.85839488e-01	1.68208778e-01	9.85839488e-01	1.68208778e-01	9.85840058e-01	1.68208778e-01	9.85996140e-01
1.56800000e+02	1.68264596e-01	9.86570010e-01	1.68264596e-01	9.86570010e-01	1.68264596e-01	9.86570549e-01	1.68264596e-01	9.86718345e-01
1.56900000e+02	1.68321915e-01	9.87281572e-01	1.68321915e-01	9.87281572e-01	1.68321915e-01	9.87282080e-01	1.68321915e-01	9.87421830e-01
1.57000000e+02	1.68380762e-01	9.87974130e-01	1.68380762e-01	9.87974130e-01	1.68380762e-01	9.87974610e-01	1.68380762e-01	9.88106551e-01
1.57100000e+02	1.68441165e-01	9.88647646e-01	1.68441165e-01	9.88647646e-01	1.68441165e-01	9.88648097e-01	1.68441165e-01	9.88772467e-01
1.57200000e+02	1.68503151e-01	9.89302079e-01	1.68503151e-01	9.89302079e-01	1.68503151e-01	9.89302503e-01	1.68503151e-01	9.89419537e-01
1.57300000e+02	1.68566746e-01	9.89937390e-01	1.68566746e-01	9.89937390e-01	1.68566746e-01	9.89937788e-01	1.68566746e-01	9.90047721e-01
1.57400000e+02	1.68631979e-01	9.90553543e-01	1.68631979e-01	9.90553543e-01	1.68631979e-01	9.90553915e-01	1.68631979e-01	9.90656979e-01
1.57500000e+02	1.68698877e-01	9.91150500e-01	1.68698877e-01	9.91150500e-01	1.68698877e-01	9.91150849e-01	1.68698877e-01	9.91247275e-01
1.57600000e+02	1.68767469e-01	9.91728228e-01	1.68767469e-01	9.91728228e-01	1.68767469e-01	9.91728553e-01	1.68767469e-01	9.91818571e-01
1.57700000e+02	1.68837783e-01	9.92286692e-01	1.68837783e-01	9.92286692e-01	1.68837783e-01	9.92286993e-01	1.68837783e-01	9.92370833e-01
1.57800000e+02	1.68909847e-01	9.92825858e-01	1.68909847e-01	9.92825858e-01	1.68909847e-01	9.92826138e-01	1.68909847e-01	9.92904026e-01
1.57900000e+02	1.68983690e-01	9.93345695e-01	1.68983690e-01	9.93345695e-01	1.68983690e-01	9.93345955e-01	1.68983690e-01	9.93418118e-01
1.58000000e+02	1.69059342e-01	9.93846173e-01	1.69059342e-01	9.93846173e-01	1.69059342e-01	9.93846413e-01	1.69059342e-01	9.93913076e-01
1.58100000e+02	1.69136831e-01	9.94327262e-01	1.69136831e-01	9.94327262e-01	1.69136831e-01	9.94327482e-01	1.69136831e-01	9.94388870e-01
1.58200000e+02	1.69216188e-01	9.94788934e-01	1.69216188e-01	9.94788934e-01	1.69216188e-01	9.94789135e-01	1.69216188e-01	9.94845471e-01
1.58300000e+02	1.69297441e-01	9.95231160e-01	1.69297441e-01	9.95231160e-01	1.69297441e-01	9.95231345e-01	1.69297441e-01	9.95282850e-01
1.58400000e+02	1.69380621e-01	9.95653916e-01	1.69380621e-01	9.95653916e-01	1.69380621e-01	9.95654084e-01	1.69380621e-01	9.95700981e-01
1.58500000e+02	1.69465758e-01	9.96057176e-01	1.69465758e-01	9.96057176e-01	1.69465758e-01	9.96057328e-01	1.69465758e-01	9.96099836e-01
1.58600000e+02	1.69552883e-01	9.96440917e-01	1.69552883e-01	9.96440917e-01	1.69552883e-01	9.96441053e-01	1.69552883e-01	9.96479393e-01
1.58700000e+02	1.69642026e-01	9.96805115e-01	1.69642026e-01	9.96805115e-01	1.69642026e-01	9.96805237e-01	1.69642026e-01	9.96839626e-01
1.58800000e+02	1.69733218e-01	9.97149749e-01	1.69733218e-01	9.97149749e-01	1.69733218e-01	9.97149858e-01	1.69733218e-01	9.97180515e-01
1.58900000e+02	1.69826491e-01	9.97474799e-01	1.69826491e-01	9.97474799e-01	1.69826491e-01	9.97474895e-01	1.69826491e-01	9.97502037e-01
1.59000000e+02	1.69921875e-01	9.97780245e-01	1.69921875e-01	9.97780245e-01	1.69921875e-01	9.97780330e-01	1.69921875e-01	9.97804173e-01
1.59100000e+02	1.70019403e-01	9.98066070e-01	1.70019403e-01	9.98066070e-01	1.70019403e-01	9.98066144e-01	1.70019403e-01	9.98086904e-01
1.59200000e+02	1.70119105e-01	9.98332256e-01	1.70119105e-01	9.98332256e-01	1.70119105e-01	9.98332320e-01	1.70119105e-01	9.98350212e-01
1.59300000e+02	1.70221016e-01	9.98578789e-01	1.70221016e-01	9.98578789e-01	1.70221016e-01	9.98578843e-01	1.70221016e-01	9.98594082e-01
1.59400000e+02	1.70325165e-01	9.98805652e-01	1.70325165e-01	9.98805652e-01	1.70325165e-01	9.98805698e-01	1.70325165e-01	9.98818498e-01
1.59500000e+02	1.70431588e-01	9.99012833e-01	1.70431588e-01	9.99012833e-01	1.70431588e-01	9.99012871e-01	1.70431588e-01	9.99023446e-01
