# theta[deg]	neutral_n1	plasma_n1	neutral_n2	plasma_n2	neutral_n3	plasma_n3	neutral_n4	plasma_n4
1.59600000e+02	1.70540315e-01	9.99200320e-01	1.70540315e-01	9.99200320e-01	1.70540315e-01	9.99200350e-01	1.70540315e-01	9.99208913e-01
1.59700000e+02	1.70651380e-01	9.99368101e-01	1.70651380e-01	9.99368101e-01	1.70651380e-01	9.99368125e-01	1.70651380e-01	9.99374889e-01
1.59800000e+02	1.70764817e-01	9.99516166e-01	1.70764817e-01	9.99516166e-01	1.70764817e-01	9.99516185e-01	1.70764817e-01	9.99521362e-01
1.59900000e+02	1.70880658e-01	9.99644508e-01	1.70880658e-01	9.99644508e-01	1.70880658e-01	9.99644521e-01	1.70880658e-01	9.99648324e-01
1.60000000e+02	1.70998939e-01	9.99753117e-01	1.70998939e-01	9.99753117e-01	1.70998939e-01	9.99753126e-01	1.70998939e-01	9.99755767e-01
1.60100000e+02	1.71119692e-01	9.99841988e-01	1.71119692e-01	9.99841988e-01	1.71119692e-01	9.99841994e-01	1.71119692e-01	9.99843683e-01
1.60200000e+02	1.71242952e-01	9.99911115e-01	1.71242952e-01	9.99911115e-01	1.71242952e-01	9.99911118e-01	1.71242952e-01	9.99912069e-01
1.60300000e+02	1.71368753e-01	9.99960495e-01	1.71368753e-01	9.99960495e-01	1.71368753e-01	9.99960496e-01	1.71368753e-01	9.99960918e-01
1.60400000e+02	1.71497130e-01	9.99990124e-01	1.71497130e-01	9.99990124e-01	1.71497130e-01	9.99990124e-01	1.71497130e-01	9.99990229e-01
1.60500000e+02	1.71628118e-01	1.00000000e+00	1.71628118e-01	1.00000000e+00	1.71628118e-01	1.00000000e+00	1.71628118e-01	1.00000000e+00
1.60600000e+02	1.71761752e-01	9.99990124e-01	1.71761752e-01	9.99990124e-01	1.71761752e-01	9.99990124e-01	1.71761752e-01	9.99990229e-01
1.60700000e+02	1.71898068e-01	9.99960495e-01	1.71898068e-01	9.99960495e-01	1.71898068e-01	9.99960496e-01	1.71898068e-01	9.99960918e-01
1.60800000e+02	1.72037101e-01	9.99911115e-01	1.72037101e-01	9.99911115e-01	1.72037101e-01	9.99911118e-01	1.72037101e-01	9.99912069e-01
1.60900000e+02	1.72178887e-01	9.99841988e-01	1.72178887e-01	9.99841988e-01	1.72178887e-01	9.99841994e-01	1.72178887e-01	9.99843683e-01
1.61000000e+02	1.72323463e-01	9.99753117e-01	1.72323463e-01	9.99753117e-01	1.72323463e-01	9.99753126e-01	1.72323463e-01	9.99755767e-01
1.61100000e+02	1.72470863e-01	9.99644508e-01	1.72470863e-01	9.99644508e-01	1.72470863e-01	9.99644521e-01	1.72470863e-01	9.99648324e-01
1.61200000e+02	1.72621126e-01	9.99516166e-01	1.72621126e-01	9.99516166e-01	1.72621126e-01	9.99516185e-01	1.72621126e-01	9.99521362e-01
1.61300000e+02	1.72774287e-01	9.99368101e-01	1.72774287e-01	9.99368101e-01	1.72774287e-01	9.99368125e-01	1.72774287e-01	9.99374889e-01
1.61400000e+02	1.72930385e-01	9.99200320e-01	1.72930385e-01	9.99200320e-01	1.72930385e-01	9.99200350e-01	1.72930385e-01	9.99208913e-01
1.61500000e+02	1.73089456e-01	9.99012833e-01	1.73089456e-01	9.99012833e-01	1.73089456e-01	9.99012871e-01	1.73089456e-01	9.99023446e-01
1.61600000e+02	1.73251537e-01	9.98805652e-01	1.73251537e-01	9.98805652e-01	1.73251537e-01	9.98805698e-01	1.73251537e-01	9.98818498e-01
1.61700000e+02	1.73416667e-01	9.98578789e-01	1.73416667e-01	9.98578789e-01	1.73416667e-01	9.98578843e-01	1.73416667e-01	9.98594082e-01
1.61800000e+02	1.73584883e-01	9.98332256e-01	1.73584883e-01	9.98332256e-01	1.73584883e-01	9.98332320e-01	1.73584883e-01	9.98350212e-01
1.61900000e+02	1.73756224e-01	9.98066070e-01	1.73756224e-01	9.98066070e-01	1.73756224e-01	9.98066144e-01	1.73756224e-01	9.98086904e-01
1.62000000e+02	1.73930728e-01	9.97780245e-01	1.73930728e-01	9.97780245e-01	1.73930728e-01	9.97780330e-01	1.73930728e-01	9.97804173e-01
1.62100000e+02	1.74108434e-01	9.97474799e-01	1.74108434e-01	9.97474799e-01	1.74108434e-01	9.97474895e-01	1.74108434e-01	9.97502037e-01
1.62200000e+02	1.74289380e-01	9.97149749e-01	1.74289380e-01	9.97149749e-01	1.74289380e-01	9.97149858e-01	1.74289380e-01	9.97180515e-01
1.62300000e+02	1.74473607e-01	9.96805115e-01	1.74473607e-01	9.96805115e-01	1.74473607e-01	9.96805237e-01	1.74473607e-01	9.96839626e-01
1.62400000e+02	1.74661152e-01	9.96440917e-01	1.74661152e-01	9.96440917e-01	1.74661152e-01	9.96441053e-01	1.74661152e-01	9.96479393e-01
1.62500000e+02	1.74852057e-01	9.96057176e-01	1.74852057e-01	9.96057176e-01	1.74852057e-01	9.96057328e-01	1.74852057e-01	9.96099836e-01
1.62600000e+02	1.75046361e-01	9.95653916e-01	1.75046361e-01	9.95653916e-01	1.75046361e-01	9.95654084e-01	1.75046361e-01	9.95700981e-01
1.62700000e+02	1.75244103e-01	9.95231160e-01	1.75244103e-01	9.95231160e-01	1.75244103e-01	9.95231345e-01	1.75244103e-01	9.95282850e-01
1.62800000e+02	1.75445325e-01	9.94788934e-01	1.75445325e-01	9.94788934e-01	1.75445325e-01	9.94789135e-01	1.75445325e-01	9.94845471e-01
1.62900000e+02	1.75650066e-01	9.94327262e-01	1.75650066e-01	9.94327262e-01	1.75650066e-01	9.94327482e-01	1.75650066e-01	9.94388870e-01
1.63000000e+02	1.75858368e-01	9.93846173e-01	1.75858368e-01	9.93846173e-01	1.75858368e-01	9.93846413e-01	1.75858368e-01	9.93913076e-01
1.63100000e+02	1.76070272e-01	9.93345695e-01	1.76070272e-01	9.93345695e-01	1.76070272e-01	9.93345955e-01	1.76070272e-01	9.93418118e-01
1.63200000e+02	1.76285819e-01	9.92825858e-01	1.76285819e-01	9.92825858e-01	1.76285819e-01	9.92826138e-01	1.76285819e-01	9.92904026e-01
1.63300000e+02	1.76505050e-01	9.92286692e-01	1.76505050e-01	9.92286692e-01	1.76505050e-01	9.92286993e-01	1.76505050e-01	9.92370833e-01
1.63400000e+02	1.76728007e-01	9.91728228e-01	1.76728007e-01	9.91728228e-01	1.76728007e-01	9.91728553e-01	1.76728007e-01	9.91818571e-01
1.63500000e+02	1.76954733e-01	9.91150500e-01	1.76954733e-01	9.91150500e-01	1.76954733e-01	9.91150849e-01	1.76954733e-01	9.91247275e-01
1.63600000e+02	1.77185268e-01	9.90553543e-01	1.77185268e-01	9.90553543e-01	1.77185268e-01	9.90553915e-01	1.77185268e-01	9.90656979e-01
1.63700000e+02	1.77419657e-01	9.89937390e-01	1.77419657e-01	9.89937390e-01	1.77419657e-01	9.89937788e-01	1.77419657e-01	9.90047721e-01
1.63800000e+02	1.77657942e-01	9.89302079e-01	1.77657942e-01	9.89302079e-01	1.77657942e-01	9.89302503e-01	1.77657942e-01	9.89419537e-01
1.63900000e+02	1.77900165e-01	9.88647646e-01	1.77900165e-01	9.88647646e-01	1.77900165e-01	9.88648097e-01	1.77900165e-01	9.88772467e-01
1.64000000e+02	1.78146369e-01	9.87974130e-01	1.78146369e-01	9.87974130e-01	1.78146369e-01	9.87974610e-01	1.78146369e-01	9.88106551e-01
1.64100000e+02	1.78396599e-01	9.87281572e-01	1.78396599e-01	9.87281572e-01	1.78396599e-01	9.87282080e-01	1.78396599e-01	9.87421830e-01
1.64200000e+02	1.78650897e-01	9.86570010e-01	1.78650897e-01	9.86570010e-01	1.78650897e-01	9.86570549e-01	1.78650897e-01	9.86718345e-01
1.64300000e+02	1.78909308e-01	9.85839488e-01	1.78909308e-01	9.85839488e-01	1.78909308e-01	9.85840058e-01	1.78909308e-01	9.85996140e-01
1.64400000e+02	1.79171875e-01	9.85090048e-01	1.79171875e-01	9.85090048e-01	1.79171875e-01	9.85090650e-01	1.79171875e-01	9.85255260e-01
1.64500000e+02	1.79438643e-01	9.84321735e-01	1.79438643e-01	9.84321735e-01	1.79438643e-01	9.84322369e-01	1.79438643e-01	9.84495751e-01
1.64600000e+02	1.79709657e-01	9.83534592e-01	1.79709657e-01	9.83534592e-01	1.79709657e-01	9.83535261e-01	1.79709657e-01	9.83717659e-01
1.64700000e+02	1.79984962e-01	9.82728667e-01	1.79984962e-01	9.82728667e-01	1.79984962e-01	9.82729371e-01	1.79984962e-01	9.82921031e-01
1.64800000e+02	1.80264601e-01	9.81904007e-01	1.80264601e-01	9.81904007e-01	1.80264601e-01	9.81904747e-01	1.80264601e-01	9.82105918e-01
1.64900000e+02	1.80548622e-01	9.81060659e-01	1.80548622e-01	9.81060659e-01	1.80548622e-01	9.81061436e-01	1.80548622e-01	9.81272369e-01
1.65000000e+02	1.80837068e-01	9.80198673e-01	1.80837068e-01	9.80198673e-01	1.80837068e-01	9.80199489e-01	1.80837068e-01	9.80420435e-01
1.65100000e+02	1.81129987e-01	9.79318100e-01	1.81129987e-01	9.79318100e-01	1.81129987e-01	9.79318956e-01	1.81129987e-01	9.79550169e-01
1.65200000e+02	1.81427423e-01	9.78418992e-01	1.81427423e-01	9.78418992e-01	1.81427423e-01	9.78419887e-01	1.81427423e-01	9.78661625e-01
1.65300000e+02	1.81729424e-01	9.77501399e-01	1.81729424e-01	9.77501399e-01	1.81729424e-01	9.77502337e-01	1.81729424e-01	9.77754856e-01
1.65400000e+02	1.82036035e-01	9.76565377e-01	1.82036035e-01	9.76565377e-01	1.82036035e-01	9.76566358e-01	1.82036035e-01	9.76829918e-01
1.65500000e+02	1.82347304e-01	9.75610980e-01	1.82347304e-01	9.75610980e-01	1.82347304e-01	9.75612004e-01	1.82347304e-01	9.75886869e-01
1.65600000e+02	1.82663276e-01	9.74638263e-01	1.82663276e-01	9.74638263e-01	1.82663276e-01	9.74639333e-01	1.82663276e-01	9.74925765e-01
1.65700000e+02	1.82984000e-01	9.73647284e-01	1.82984000e-01	9.73647284e-01	1.82984000e-01	9.73648400e-01	1.82984000e-01	9.73946667e-01
1.65800000e+02	1.83309523e-01	9.72638099e-01	1.83309523e-01	9.72638099e-01	1.83309523e-01	9.72639262e-01	1.83309523e-01	9.72949633e-01
1.65900000e+02	1.83639892e-01	9.71610767e-01	1.83639892e-01	9.71610767e-01	1.83639892e-01	9.71611980e-01	1.83639892e-01	9.71934725e-01
1.66000000e+02	1.83975156e-01	9.70565349e-01	1.83975156e-01	9.70565349e-01	1.83975156e-01	9.70566612e-01	1.83975156e-01	9.70902006e-01
1.66100000e+02	1.84315362e-01	9.69501905e-01	1.84315362e-01	9.69501905e-01	1.84315362e-01	9.69503219e-01	1.84315362e-01	9.69851537e-01
1.66200000e+02	1.84660558e-01	9.68420496e-01	1.84660558e-01	9.68420496e-01	1.84660558e-01	9.68421864e-01	1.84660558e-01	9.68783383e-01
1.66300000e+02	1.85010794e-01	9.67321186e-01	1.85010794e-01	9.67321186e-01	1.85010794e-01	9.67322608e-01	1.85010794e-01	9.67697611e-01
1.66400000e+02	1.85366118e-01	9.66204039e-01	1.85366118e-01	9.66204039e-01	1.85366118e-01	9.66205516e-01	1.85366118e-01	9.66594285e-01
1.66500000e+02	1.85726579e-01	9.65069118e-01	1.85726579e-01	9.65069118e-01	1.85726579e-01	9.65070652e-01	1.85726579e-01	9.65473473e-01
1.66600000e+02	1.86092226e-01	9.63916489e-01	1.86092226e-01	9.63916489e-01	1.86092226e-01	9.63918082e-01	1.86092226e-01	9.64335243e-01
1.66700000e+02	1.86463109e-01	9.62746220e-01	1.86463109e-01	9.62746220e-01	1.86463109e-01	9.62747873e-01	1.86463109e-01	9.63179666e-01
1.66800000e+02	1.86839278e-01	9.61558378e-01	1.86839278e-01	9.61558378e-01	1.86839278e-01	9.61560092e-01	1.86839278e-01	9.62006811e-01
1.66900000e+02	1.87220783e-01	9.60353031e-01	1.87220783e-01	9.60353031e-01	1.87220783e-01	9.60354808e-01	1.87220783e-01	9.60816750e-01
1.67000000e+02	1.87607673e-01	9.59130250e-01	1.87607673e-01	9.59130250e-01	1.87607673e-01	9.59132090e-01	1.87607673e-01	9.59609555e-01
1.67100000e+02	1.88000000e-01	9.57890103e-01	1.88000000e-01	9.57890103e-01	1.88000000e-01	9.57892010e-01	1.88000000e-01	9.58385299e-01
1.67200000e+02	1.88397814e-01	9.56632664e-01	1.88397814e-01	9.56632664e-01	1.88397814e-01	9.56634638e-01	1.88397814e-01	9.57144057e-01
1.67300000e+02	1.88801165e-01	9.55358004e-01	1.88801165e-01	9.55358004e-01	1.88801165e-01	9.55360047e-01	1.88801165e-01	9.55885905e-01
1.67400000e+02	1.89210106e-01	9.54066196e-01	1.89210106e-01	9.54066196e-01	1.89210106e-01	9.54068309e-01	1.89210106e-01	9.54610918e-01
1.67500000e+02	1.89624687e-01	9.52757315e-01	1.89624687e-01	9.52757315e-01	1.89624687e-01	9.52759501e-01	1.89624687e-01	9.53319174e-01
1.67600000e+02	1.90044960e-01	9.51431435e-01	1.90044960e-01	9.51431435e-01	1.90044960e-01	9.51433695e-01	1.90044960e-01	9.52010751e-01
1.67700000e+02	1.90470977e-01	9.50088634e-01	1.90470977e-01	9.50088634e-01	1.90470977e-01	9.50090969e-01	1.90470977e-01	9.50685729e-01
1.67800000e+02	1.90902791e-01	9.48728987e-01	1.90902791e-01	9.48728987e-01	1.90902791e-01	9.48731400e-01	1.90902791e-01	9.49344187e-01
1.67900000e+02	1.91340452e-01	9.47352572e-01	1.91340452e-01	9.47352572e-01	1.91340452e-01	9.47355065e-01	1.91340452e-01	9.47986207e-01
1.68000000e+02	1.91784015e-01	9.45959469e-01	1.91784015e-01	9.45959469e-01	1.91784015e-01	9.45962042e-01	1.91784015e-01	9.46611871e-01
1.68100000e+02	1.92233531e-01	9.44549756e-01	1.92233531e-01	9.44549756e-01	1.92233531e-01	9.44552412e-01	1.92233531e-01	9.45221262e-01
1.68200000e+02	1.92689054e-01	9.43123514e-01	1.92689054e-01	9.43123514e-01	1.92689054e-01	9.43126256e-01	1.92689054e-01	9.43814464e-01
1.68300000e+02	1.93150638e-01	9.41680825e-01	1.93150638e-01	9.41680825e-01	1.93150638e-01	9.41683653e-01	1.93150638e-01	9.42391561e-01
1.68400000e+02	1.93618334e-01	9.40221770e-01	1.93618334e-01	9.40221770e-01	1.93618334e-01	9.40224686e-01	1.93618334e-01	9.40952640e-01
1.68500000e+02	1.94092199e-01	9.38746432e-01	1.94092199e-01	9.38746432e-01	1.94092199e-01	9.38749439e-01	1.94092199e-01	9.39497787e-01
1.68600000e+02	1.94572284e-01	9.37254896e-01	1.94572284e-01	9.37254896e-01	1.94572284e-01	9.37257996e-01	1.94572284e-01	9.38027089e-01
1.68700000e+02	1.95058645e-01	9.35747245e-01	1.95058645e-01	9.35747245e-01	1.95058645e-01	9.35750440e-01	1.95058645e-01	9.36540635e-01
1.68800000e+02	1.95551336e-01	9.34223565e-01	1.95551336e-01	9.34223565e-01	1.95551336e-01	9.34226857e-01	1.95551336e-01	9.35038514e-01
1.68900000e+02	1.96050412e-01	9.32683943e-01	1.96050412e-01	9.32683943e-01	1.96050412e-01	9.32687334e-01	1.96050412e-01	9.33520817e-01
1.69000000e+02	1.96555927e-01	9.31128465e-01	1.96555927e-01	9.31128465e-01	1.96555927e-01	9.31131958e-01	1.96555927e-01	9.31987634e-01
1.69100000e+02	1.97067937e-01	9.29557220e-01	1.97067937e-01	9.29557220e-01	1.97067937e-01	9.29560816e-01	1.97067937e-01	9.30439058e-01
1.69200000e+02	1.97586497e-01	9.27970296e-01	1.97586497e-01	9.27970296e-01	1.97586497e-01	9.27973997e-01	1.97586497e-01	9.28875180e-01
1.69300000e+02	1.98111663e-01	9.26367782e-01	1.98111663e-01	9.26367782e-01	1.98111663e-01	9.26371591e-01	1.98111663e-01	9.27296095e-01
1.69400000e+02	1.98643490e-01	9.24749768e-01	1.98643490e-01	9.24749768e-01	1.98643490e-01	9.24753688e-01	1.98643490e-01	9.25701897e-01
1.69500000e+02	1.99182035e-01	9.23116346e-01	1.99182035e-01	9.23116346e-01	1.99182035e-01	9.23120379e-01	1.99182035e-01	9.24092681e-01
1.69600000e+02	1.99727355e-01	9.21467608e-01	1.99727355e-01	9.21467608e-01	1.99727355e-01	9.21471756e-01	1.99727355e-01	9.22468544e-01
1.69700000e+02	2.00279504e-01	9.19803644e-01	2.00279504e-01	9.19803644e-01	2.00279504e-01	9.19807911e-01	2.00279504e-01	9.20829581e-01
1.69800000e+02	2.00838542e-01	9.18124550e-01	2.00838542e-01	9.18124550e-01	2.00838542e-01	9.18128937e-01	2.00838542e-01	9.19175892e-01
1.69900000e+02	2.01404523e-01	9.16430418e-01	2.01404523e-01	9.16430418e-01	2.01404523e-01	9.16434928e-01	2.01404523e-01	9.17507573e-01
1.70000000e+02	2.01977507e-01	9.14721344e-01	2.01977507e-01	9.14721344e-01	2.01977507e-01	9.14725979e-01	2.01977507e-01	9.15824725e-01
1.70100000e+02	2.02557550e-01	9.12997422e-01	2.02557550e-01	9.12997422e-01	2.02557550e-01	9.13002185e-01	2.02557550e-01	9.14127446e-01
1.70200000e+02	2.03144709e-01	9.11258749e-01	2.03144709e-01	9.11258749e-01	2.03144709e-01	9.11263643e-01	2.03144709e-01	9.12415839e-01
1.70300000e+02	2.03739044e-01	9.09505421e-01	2.03739044e-01	9.09505421e-01	2.03739044e-01	9.09510449e-01	2.03739044e-01	9.10690005e-01
1.70400000e+02	2.04340612e-01	9.07737535e-01	2.04340612e-01	9.07737535e-01	2.04340612e-01	9.07742701e-01	2.04340612e-01	9.08950045e-01
1.70500000e+02	2.04949471e-01	9.05955191e-01	2.04949471e-01	9.05955191e-01	2.04949471e-01	9.05960496e-01	2.04949471e-01	9.07196063e-01
1.70600000e+02	2.05565681e-01	9.04158486e-01	2.05565681e-01	9.04158486e-01	2.05565681e-01	9.04163934e-01	2.05565681e-01	9.05428162e-01
1.70700000e+02	2.06189300e-01	9.02347520e-01	2.06189300e-01	9.02347520e-01	2.06189300e-01	9.02353114e-01	2.06189300e-01	9.03646447e-01
1.70800000e+02	2.06820388e-01	9.00522393e-01	2.06820388e-01	9.00522393e-01	2.06820388e-01	9.00528136e-01	2.06820388e-01	9.01851023e-01
1.70900000e+02	2.07459003e-01	8.98683206e-01	2.07459003e-01	8.98683206e-01	2.07459003e-01	8.98689100e-01	2.07459003e-01	9.00041996e-01
1.71000000e+02	2.08105206e-01	8.96830060e-01	2.08105206e-01	8.96830060e-01	2.08105206e-01	8.96836109e-01	2.08105206e-01	8.98219472e-01
1.71100000e+02	2.08759056e-01	8.94963056e-01	2.08759056e-01	8.94963056e-01	2.08759056e-01	8.94969264e-01	2.08759056e-01	8.96383559e-01
1.71200000e+02	2.09420613e-01	8.93082298e-01	2.09420613e-01	8.93082298e-01	2.09420613e-01	8.93088668e-01	2.09420613e-01	8.94534365e-01
1.71300000e+02	2.10089938e-01	8.91187889e-01	2.10089938e-01	8.91187889e-01	2.10089938e-01	8.91194424e-01	2.10089938e-01	8.92671997e-01
1.71400000e+02	2.10767091e-01	8.89279931e-01	2.10767091e-01	8.89279931e-01	2.10767091e-01	8.89286635e-01	2.10767091e-01	8.90796566e-01
1.71500000e+02	2.11452134e-01	8.87358530e-01	2.11452134e-01	8.87358530e-01	2.11452134e-01	8.87365406e-01	2.11452134e-01	8.88908181e-01
1.71600000e+02	2.12145126e-01	8.85423791e-01	2.12145126e-01	8.85423791e-01	2.12145126e-01	8.85430843e-01	2.12145126e-01	8.87006953e-01
1.71700000e+02	2.12846130e-01	8.83475818e-01	2.12846130e-01	8.83475818e-01	2.12846130e-01	8.83483049e-01	2.12846130e-01	8.85092993e-01
1.71800000e+02	2.13555207e-01	8.81514718e-01	2.13555207e-01	8.81514718e-01	2.13555207e-01	8.81522133e-01	2.13555207e-01	8.83166412e-01
1.71900000e+02	2.14272418e-01	8.79540598e-01	2.14272418e-01	8.79540598e-01	2.14272418e-01	8.79548199e-01	2.14272418e-01	8.81227324e-01
1.72000000e+02	2.14997826e-01	8.77553564e-01	2.14997826e-01	8.77553564e-01	2.14997826e-01	8.77561356e-01	2.14997826e-01	8.79275840e-01
1.72100000e+02	2.15731492e-01	8.75553724e-01	2.15731492e-01	8.75553724e-01	2.15731492e-01	8.75561711e-01	2.15731492e-01	8.77312075e-01
1.72200000e+02	2.16473480e-01	8.73541186e-01	2.16473480e-01	8.73541186e-01	2.16473480e-01	8.73549372e-01	2.16473480e-01	8.75336143e-01
1.72300000e+02	2.17223852e-01	8.71516059e-01	2.17223852e-01	8.71516059e-01	2.17223852e-01	8.71524448e-01	2.17223852e-01	8.73348159e-01
1.72400000e+02	2.17982671e-01	8.69478451e-01	2.17982671e-01	8.69478451e-01	2.17982671e-01	8.69487048e-01	2.17982671e-01	8.71348238e-01
1.72500000e+02	2.18750000e-01	8.67428473e-01	2.18750000e-01	8.67428473e-01	2.18750000e-01	8.67437281e-01	2.18750000e-01	8.69336495e-01
1.72600000e+02	2.19525902e-01	8.65366235e-01	2.19525902e-01	8.65366235e-01	2.19525902e-01	8.65375258e-01	2.19525902e-01	8.67313048e-01
1.72700000e+02	2.20310441e-01	8.63291846e-01	2.20310441e-01	8.63291846e-01	2.20310441e-01	8.63301090e-01	2.20310441e-01	8.65278013e-01
1.72800000e+02	2.21103682e-01	8.61205418e-01	2.21103682e-01	8.61205418e-01	2.21103682e-01	8.61214887e-01	2.21103682e-01	8.63231508e-01
1.72900000e+02	2.21905687e-01	8.59107063e-01	2.21905687e-01	8.59107063e-01	2.21905687e-01	8.59116761e-01	2.21905687e-01	8.61173651e-01
1.73000000e+02	2.22716521e-01	8.56996891e-01	2.22716521e-01	8.56996891e-01	2.22716521e-01	8.57006824e-01	2.22716521e-01	8.59104560e-01
1.73100000e+02	2.23536250e-01	8.54875017e-01	2.23536250e-01	8.54875017e-01	2.23536250e-01	8.54885188e-01	2.23536250e-01	8.57024354e-01
1.73200000e+02	2.24364937e-01	8.52741551e-01	2.24364937e-01	8.52741551e-01	2.24364937e-01	8.52751967e-01	2.24364937e-01	8.54933154e-01
1.73300000e+02	2.25202647e-01	8.50596608e-01	2.25202647e-01	8.50596608e-01	2.25202647e-01	8.50607272e-01	2.25202647e-01	8.52831078e-01
1.73400000e+02	2.26049447e-01	8.48440301e-01	2.26049447e-01	8.48440301e-01	2.26049447e-01	8.48451219e-01	2.26049447e-01	8.50718248e-01
1.73500000e+02	2.26905401e-01	8.46272743e-01	2.26905401e-01	8.46272743e-01	2.26905401e-01	8.46283920e-01	2.26905401e-01	8.48594784e-01
1.73600000e+02	2.27770576e-01	8.44094049e-01	2.27770576e-01	8.44094049e-01	2.27770576e-01	8.44105491e-01	2.27770576e-01	8.46460809e-01
1.73700000e+02	2.28645036e-01	8.41904334e-01	2.28645036e-01	8.41904334e-01	2.28645036e-01	8.41916046e-01	2.28645036e-01	8.44316443e-01
1.73800000e+02	2.29528849e-01	8.39703712e-01	2.29528849e-01	8.39703712e-01	2.29528849e-01	8.39715699e-01	2.29528849e-01	8.42161810e-01
1.73900000e+02	2.30422081e-01	8.37492300e-01	2.30422081e-01	8.37492300e-01	2.30422081e-01	8.37504567e-01	2.30422081e-01	8.39997031e-01
1.74000000e+02	2.31324799e-01	8.35270211e-01	2.31324799e-01	8.35270211e-01	2.31324799e-01	8.35282766e-01	2.31324799e-01	8.37822230e-01
1.74100000e+02	2.32237069e-01	8.33037564e-01	2.32237069e-01	8.33037564e-01	2.32237069e-01	8.33050410e-01	2.32237069e-01	8.35637531e-01
1.74200000e+02	2.33158958e-01	8.30794473e-01	2.33158958e-01	8.30794473e-01	2.33158958e-01	8.30807618e-01	2.33158958e-01	8.33443057e-01
1.74300000e+02	2.34090535e-01	8.28541056e-01	2.34090535e-01	8.28541056e-01	2.34090535e-01	8.28554505e-01	2.34090535e-01	8.31238934e-01
1.74400000e+02	2.35031866e-01	8.26277429e-01	2.35031866e-01	8.26277429e-01	2.35031866e-01	8.26291188e-01	2.35031866e-01	8.29025285e-01
1.74500000e+02	2.35983020e-01	8.24003710e-01	2.35983020e-01	8.24003710e-01	2.35983020e-01	8.24017786e-01	2.35983020e-01	8.26802236e-01
1.74600000e+02	2.36944064e-01	8.21720016e-01	2.36944064e-01	8.21720016e-01	2.36944064e-01	8.21734415e-01	2.36944064e-01	8.24569912e-01
1.74700000e+02	2.37915067e-01	8.19426464e-01	2.37915067e-01	8.19426464e-01	2.37915067e-01	8.19441193e-01	2.37915067e-01	8.22328440e-01
1.74800000e+02	2.38896098e-01	8.17123174e-01	2.38896098e-01	8.17123174e-01	2.38896098e-01	8.17138238e-01	2.38896098e-01	8.20077944e-01
1.74900000e+02	2.39887225e-01	8.14810262e-01	2.39887225e-01	8.14810262e-01	2.39887225e-01	8.14825670e-01	2.39887225e-01	8.17818553e-01
1.75000000e+02	2.40888517e-01	8.12487848e-01	2.40888517e-01	8.12487848e-01	2.40888517e-01	8.12503605e-01	2.40888517e-01	8.15550392e-01
1.75100000e+02	2.41900044e-01	8.10156050e-01	2.41900044e-01	8.10156050e-01	2.41900044e-01	8.10172164e-01	2.41900044e-01	8.13273589e-01
1.75200000e+02	2.42921875e-01	8.07814988e-01	2.42921875e-01	8.07814988e-01	2.42921875e-01	8.07831465e-01	2.42921875e-01	8.10988271e-01
1.75300000e+02	2.43954080e-01	8.05464779e-01	2.43954080e-01	8.05464779e-01	2.43954080e-01	8.05481628e-01	2.43954080e-01	8.08694566e-01
1.75400000e+02	2.44996728e-01	8.03105545e-01	2.44996728e-01	8.03105545e-01	2.44996728e-01	8.03122772e-01	2.44996728e-01	8.06392603e-01
1.75500000e+02	2.46049891e-01	8.00737403e-01	2.46049891e-01	8.00737403e-01	2.46049891e-01	8.00755016e-01	2.46049891e-01	8.04082508e-01
1.75600000e+02	2.47113638e-01	7.98360474e-01	2.47113638e-01	7.98360474e-01	2.47113638e-01	7.98378481e-01	2.47113638e-01	8.01764412e-01
1.75700000e+02	2.48188040e-01	7.95974878e-01	2.48188040e-01	7.95974878e-01	2.48188040e-01	7.95993286e-01	2.48188040e-01	7.99438442e-01
